listing_id,id,date,reviewer_id,reviewer_name,comments,
958,3553733,2013-02-16,134792,Robert,"This is a great place in a wonderful neighbor centrally located in Lower Haight. This is a dedicated vacation rental so everything you need is included in the space.<br/>Wonderfully decorated apartment, well lit with a nice little garden in back.<br/>",
958,4392049,2013-05-02,1635153,Lisa,Our stay at Holly's apartment was absolutely wonderful. The neighborhood is beautiful and the apartment is very close to transportation. The apartment was thoughtfully stocked with everything we needed and more. Would definitely stay here again. ,
958,5040421,2013-06-09,6413536,Andrew,"Great location near Haight Street and close to Muni to get into downtown.  Friendly hosts who helped with sunscreen, lost luggage and parcel delivery.  Very relaxing, opens onto back garden and plenty of room.  Would definitely stay again.",
958,5171535,2013-06-16,5975179,Boaz,"Truly amazing place - great location near Haight Street, close to Muni station, 100 feet from a lovely park. The house itself is very clean, lovely decorated, with fully equipped kitchen and beautiful garden. Holly is super responsive and welcoming. Would definitely stay here again.",
958,5267286,2013-06-21,4549217,Cathy,"We really enjoyed staying in this cute, and airy garden apartment. It was a little cramped for me and my 2 teen boys, but we had everything we needed. The kitchen was very complete and clean which was great because we cooked a lot. Parking was easy to find and free, though we had to move the car very 2 hours (which was only difficult in the evening). Great location. The neighborhood is beautiful, and we loved being right next to the little park. We'd definitely like to return!",
958,5905160,2013-07-22,5685916,Isabelle,"This was the perfect little rental suite. It was equipped with everything you need including cookware. The place was clean and very cute. A nice addition was the use of the yard, great to eat lunch in the sun. We thought the location was perfect, you felt like you were a local. Near great restaurant and shop. The only thing is expect to hear some children footsteps in the morning at around 8 am. The noise however was never present at night. I would stay there again!",
958,5996571,2013-07-25,7347557,Cathy,Great position for exploring San Francisco- close to the Muni. The apartment was warm and comfortable with access to a washing machine and a small garden.  WiFi was patchy. There are a variety of good restaurants in the neighbourhood. We would certainly recommend this accommodation.,
958,7364408,2013-09-17,4499842,Victoria,"We had the greatest stay at Holly & David's garden unit! We couldn't have asked for a better base for our week in San Francisco. Our 3-year-old son loved playing with Holly & David's boys, and they were happy to share their scooters and balls, so appreciated! <br/>The location is perfect, right next to Duboce Park, you are so close to the playground and the N Judah Muni which takes you to downtown. The neighbourhood is lovely, with plenty of places to eat. Our favourites were the Thai, Duboce Park Cafe and Greenburgers on Haight Street. <br/>It's also walking distance to both CVS Pharmacy and Safeway, as well as smaller organic markets. <br/>The unit has everything you need, and I mean literally everything. Not only does it have a comfy bed and foldout couch, with a full kitchen - there is ample linen, umbrellas, yoga mats, sellotape - all the extras that you just might need. <br/>We found the unit to be just as represented in the pictures, with a very homely feel.<br/>We loved it and we're sure you will too. Thank you Holly & David!",
958,7817720,2013-10-04,8876124,Echo,What a gem! Holly (and her adorable son!) greeted us at the door with such warmth.  She was quick to answer any questions and never made me feel that I was inconveniencing her no matter how small the request.  My parents stayed at the apartment for a few nights and they reported the layout was very comfortable and the bed was cozy.  The backyard is so nice to have access to with a lovely citrus tree and even a charcoal grill where we made skewers and enjoyed the San Francisco Summer.  I am sure we will be renting from Holly again soon!,
958,9049799,2013-12-03,7519331,Alfiani,"We couldn't have asked for a better place to stay. The house is located in a quiet residential area, a few doors away from a beautiful park, and the MUNI which brings you directly to the main shopping district in about 10 minutes. Safeway, which is about 10 minutes' walk away, is a great place for groceries, and there is no lack of restaurants and cafes along the way. <br/>Holly has thought of everything a traveller would want, from an umbrella and guidebooks for SF, to a water purifier and a coffee maker in the kitchen. She responded to our queries promptly, and left little things that made us feel welcome, like chocolates and wine on the table when we arrived, and a bottle of moisturizer on the doorstep when the weather turned really cold. <br/>Sound travels in the house, and with Holly's two adorable young children, we could hear their footsteps through the ceiling as they went about their day. For us, it was a welcome reminder that we were living with a family, but if you are sensitive to noise, it might be something to consider when booking. <br/>We left SF with wonderful memories of staying at Holly's place, and we hope that it will bring the same to others too.",
958,12766593,2014-05-10,6745838,Toshi,"Holly's garden unit  is very nice. It is clean, comfortable and the garden is really lovely. The location is convenient too. Next to a great park, and walking distance to cafe's and some restaurants. We enjoyed our stay. ",
958,12984959,2014-05-16,1197498,Ed,"Holly's lovely apartment is exactly as advertised. <br/>First, its in a great neighborhood, one of my favorites in SF, and on a very nice street ending in a lovely park.  Second, public transportation is quite good and accessible, so you won't need a car. If you do bring a car be aware that the neighborhood, like many in SF, has some tight parking restrictions.  Third, the apartment. Well, there are those Airbnb moments when you open the front door and wonder....OMG, what a mistake.  You will have the opposite experience at Holly's place! I took one look at the furnishings, the layout and the verdant garden and went ""Ahhhh"".  Nicely furnished, tasteful yet relaxed and thoughtfully provided with everything that you might need. Comfy bed, nice bathroom and workable kitchen. Finally, Holly is a really gracious and accessible hostess. You will be happy to meet her. <br/>I will be trying to stay here again and again when I return to San Francisco.     ",
958,14349227,2014-06-17,3807407,Shaji,"We visited San Fran for a mix of work and leisure, from Seattle.  We had a terrific time at Holly's place.  The exterior is quintessential San Fran and Duboce Park is just steps away.  You get the 'feel' you are living in SF for a bit, which was the goal.  We had a car and found street parking on the weekend easily but we also used the MUNI (public transit) with stops 2 blocks away and an easy ride most anywhere.  Holly and her family were friendly, generous and helpful.  The unit is clean, updated and well laid out.  We are a family of two adults and two toddlers.  The unit is more a junior 1 bedroom but it worked well for us even without a door to the bedroom itself.  Even with the park right outside, we managed to have take-out lunch in the courtyard which is awesome and well landscaped.  The kitchen is well equipped which is helpful when you want some coffee or put together something to eat.  We also checked out Bean There, Cafe du Soleil which are nearby coffee spots.  We would easily recommend this to any family, couple or single person and we would gladly stay again.  Although you are on the bottom floor of the home, it is completely private, including the courtyard.  On another note we highly recommend: SOMA Streetfood Park for awesome truck food, Ichi Sushi in Bernal Heights, Tartine...",
958,14492437,2014-06-20,636100,Thomas,Great place! Wonderful neighborhood!  Together make a super value!,
958,16609563,2014-07-30,2253567,Matt And Anna,"Note: My mother, father, and younger brother stayed at Holly's house during a recent trip to SF. Their review is below:<br/><br/>Holly's apartment is the perfect place to stay during a visit to San Francisco! It comfortably accommodates up to 3 people - we stayed there with our teenage son and always felt like we had plenty of room. The apartment is exactly as described, perhaps even roomier than it sounds in the description. The furnishings are modern and comfortable, and the apartment is clean and well-stocked. The backyard is a lovely, quiet retreat. The neighborhood is very attractive and very family-friendly. It's accessible by public transportation to just about anywhere a visitor would like to go. The Muni Metro N-line stops one block away and can take you to downtown, Golden Gate Park, AT&T Park, and many other places. Several bus lines are also within easy walking distance as are many stores and restaurants.<br/><br/>Holly and her husband, David, are wonderful hosts. We enjoyed talking with them on several occasions, and we didn't mind at all the sounds of their young children at play. If you enjoy Thai cuisine, please take their recommendation and eat at Thep Phanom just a few blocks from their house.",
958,16843898,2014-08-03,14189953,Katie,"Holly's garden apartment was fantastic, there's no other way to describe it!  <br/><br/>The bed was extremely comfortable, the entire place was spotless and we felt relaxed as soon as we walked in.<br/><br/>The neighbourhood was great; there are super bars and restaurants only a few blocks away and the public transport links were also really handy. <br/><br/>We would definitely stay at Holly's again and would absolutely recommend it to anyone else looking to stay in Lower Haight!",
958,19415506,2014-09-12,16800225,Eben,"Holly was great and always accessible. The garden unit was just awesome and in the perfect neighbourhood, access to groceries, bars and shops all within walking distance. We couldn't have been happier with our accommodation and amenities included. It was right nextdoor to a dogpark and the tram to downtown and wharf. We would happily stay here again and would highly recommend anyone else to stay here. ",
958,19869583,2014-09-20,15095345,Consuelo,"This was my first experience with Airbnb and it was completely positive. The apartment is spacious, spotless, full of light, tastefully decorated and thoughtfully equipped with pretty much everything you might need (including little touches like SF guides, Woolite for washing, a big tote for shopping, etc.). The bed was exceptionally comfortable.  I found Holly’s notebook with tips on local restaurants and stores very helpful, along with a decorative wall hanging with a graphic of the neighborhood pinpointing all the Muni lines. The garden with a grapefruit tree and flowers, which I had all to myself, was a treat. A big asset for me was the landline phone with unlimited domestic calling, since I didn’t bring a cell — very few Airbnb’s in SF have this feature. Really, Holly seems to have thought of everything!<br/><br/>The location is perfect — at the end of Pierce Street by beautiful Duboce Park, thus, little traffic and totally quiet at night. There was the pattering of little feet in the mornings along with occasional squeals, but I thought that was fun, a nice homey touch and I was up anyway. The neighborhood is classic S.F., easy walking distance to all points, convenient to trams and trains. As a health nut, I was glad to have several healthfood stores, including a huge new Whole Foods, just a few blocks away. All in all, I really enjoyed staying here and would highly recommend it!<br/>",
958,20751295,2014-10-05,19405174,Inger,"Vi bodde väldigt bra hos Holly! Vi blev väl mottagna och det var väldigt lätt att kontakta henne. Holly hjälpte oss att ordna taxi till vår avfärd, något som vi verkligen uppskattade! Det var mysigt att sitta ute i den lilla trädgården. I området fanns många trevliga restauranger. Gatan var lugn och fin.<br/>",
958,23894983,2014-12-14,21899880,Kristin,"The apartment is in a great location, walking distance to funky neighbourhoods - Haight, Castro, Hayes Valley and Mission - and public transport. The park and playground at the end of the street (meters from the apartment) is the best we found in the whole city. Brilliant for active kids. The apartment is spacious, stylish and packed with amenities. And Holly went over and above to ensure our toddler had plenty of toys and books on rainy days.<br/>If you want to experience San Fran like a local, in a lovely apartment and great neighbourhood, then look no further. ",
958,37942773,2015-07-12,20670607,Nicola,We had a wonderful time staying at Holly's apartment. The apartment is very comfortable and well appointed and located in a great part of San Francisco close to public transport as well as some cool cafes and restaurants. Holly and her family made us feel very welcomed and were very responsive and helpful. We would happily stay there again and would highly recommend the place to others.,
958,39423363,2015-07-23,24284061,Gabriela,"Una parte muy importante de cada viaje es el lugar donde uno se hospedará durante la estadía en el extranjero, con toda seguridad puedo decir que el apartamento de Holly Coleman nos brindó una excelente experiencia, ya que la localización de éste es ideal para alguien que desea conocer San Francisco con calma y teniendo los barrios más interesantes en una distancia muy corta. El mismo departamento siempre estuvo en la mejor condición posible y contamos con todos los elementos necesarios para poder sentirnos como en casa con posibilidad de lavar la ropa, acceso a internet e incluso un maravilloso jardín. Una parte muy importante de cada viaje es el lugar donde uno se hospedará durante la estadía en el extranjero, con toda seguridad puedo decir que el apartamento de Holly Coleman nos brindó una excelente experiencia, ya que la localización de éste es ideal para alguien que desea conocer San Francisco con calma y teniendo los barrios más interesantes en una distancia muy corta. El mismo departamento siempre estuvo en la mejor condición posible y contamos con todos los elementos necesarios para poder sentirnos como en casa con posibilidad de lavar la ropa, acceso a internet e incluso un maravilloso jardín. Finalmente, podemos decir que Holly fue una excelente anfitriona en todo sentido por lo que recomendamos este lugar con toda seguridad.   ",
958,41425486,2015-08-07,25892310,Kathryn,"this is a lovely basement apartment, very clean and everything you could want is provided. Pretty garden, great location. I stayed with my son and we were both very happy to have chosen this property. This was my first experience with airbnb and I was very pleased.",
958,41925251,2015-08-10,30060668,Shannon,"This home was quaint and in an amazing location. A studio-style apartment on the bottom floor of a classic looking San Francisco house. The apartment is right next to a nice park where people are out walking their dogs, and we were a short Uber ride to everything in SF.<br/><br/>Upon check-in, the unit was very clean and our host had a binder ready for us with all the information we would need including Wi-Fi password. There is a trashcan, recycling bin, and compost bin to be environmentally friendly, and a full service kitchen.<br/>We were very comfortable during our stay and would recommend this unit to anyone.<br/><br/><br/>",
958,43643169,2015-08-21,37186761,Jade,"Holly's apartment was the perfect place for us to stay on our trip to SF! It was bright, clean, comfortable, stylish, and private. We had our 1 year old son with us and it was a great place for us to stay with him. It was very close walking distance to Duboce Park, the Castro, and Haight St. where there were plenty of really good restaurants. The garden was private with two accesses from the apartment and was a great place for us to relax in the evening. Holly was wonderfully hospitable and welcoming during our stay. I would highly recommend!",
958,45058231,2015-08-31,434303,Deniz,"Wonderful quiet location directly on the lovely Duboce Park! We only briefly had a chance to meet Holly, but the apartment was wonderfully appointed, comfortable, and very clean. This place is best for early risers as the kid's footsteps upstairs start in earnest around 7am.<br/><br/>The back patio was lovely to sip coffee on, and we scored a fallen grapefruit from the tree. We would absolutely stay here again!",
958,56253398,2015-12-11,12026064,Fiona,"I had a wonderful stay at Holly's. It's a beautiful apartment with everything you may need. The appliances are all top notch. If I am back in SF and it's is available, I'd definitely stay here again. ",
958,59660681,2016-01-13,52879664,Steven,We had a wonderful experience. We have been to SF several times but this was our first AirBnB rental. The apartment is lovely and the area great. Would definitely consider using this location again. ,
958,59796609,2016-01-15,48486550,Roger,"This was a terrific spot to stay. Very clean, quiet, and convenient. Holly has made the arrival process very straight-forward and self-service. The flat was well stocked, had extra blankets and pillow, and everything I needed to stay comfortable. I will definitely stay again.",
958,61772493,2016-02-08,38120722,Jamie,"Great location, especially for small children. There's a playground and dog park very close. Lovely neighborhood with cafes and a bakery. Holly was very accommodating and flexible as well. ",
958,62030478,2016-02-10,3777308,Candice,Great place with everything you need for an independent stay in this nice neighborhood!,
958,63781091,2016-02-27,46415917,Triny,"We enjoyed a lot our stay at this unit in SF. The apartment is well located, clean and have an access to a beautiful garden with a small table and two chairs.<br/>This place was perfect for us. We were traveling with our kids (2 and 4 years), and we all felt very comfortable there. <br/>",
958,65234093,2016-03-12,7363975,Eric,"Holly was a fantastic host who gave very clear check-in instructions and answered every question I had. The space was lovely and comfortable, and my only regret is that rain kept me from enjoying the garden! I'd love to stay here again!",
958,66039622,2016-03-19,3425656,Dan,"Great little place to stay in one of my favourite neighbourhoods in SF.  We arrived, got into the place with no issues at all and had a great stay.  The garden area is a nice bonus.  Would stay there again in a shot.",
958,72363518,2016-05-02,59596298,Eric,"Well, of course there is no place like home, but staying with Holly in her beautifully finished apartment is the next best thing, for sure.  About Holly:  she was personable, welcoming, and very concerned about our happiness and comfort.  We couldn't have asked for a better host.  About the apartment:  it's clean, convenient, quiet, and it has everything that you would need.  And if there is something that you need, ask Holly.  She will take care of it.  At the end of her street is a really nice park, and because it's on a dead-end street, there is no traffic noise whatsoever, no matter what time of day.  It was really like being in the country, which, for SF, is incredibly amazing.  We highly recommend staying with her - you will have no regrets.  In fact, we asked her if she would adopt us so that we could stay forever.  No luck.  But we'll be back.  Holly, Cathy and I want to thank you and your husband very  much for our excellent visit.",
958,74919894,2016-05-17,10721648,Mackenzie,We really enjoyed our stay! We couldn't have asked for a more convenient location or better weather! Although the loud (not light) running above does start around 7 am- it was not an issue for us. (Do not stay here if you are a light sleeper) It was nice that they had sunscreen as we did in fact need it.,
958,75761871,2016-05-22,57650933,Susan,"We had a great experience with Holly and SF!  The neighborhood is wonderfully SF, and the accommodations are excellent. We would definitely rebook here when we return to visit.....  <br/>",
958,76485776,2016-05-27,37181118,Alberto,"Holly was a great host.  That cheesy line on tv about not visiting a place but actually living there is true!  Her place has a very home like feel and the garden in the back was perfect for my 2  year old.  Interacting with Holly is very easy and felt like dealing with a neighbor next door.  The other reviews are right in that you can hear little footsteps at certain times but it was never a problem for us because I have a little one as well and was up and around then or was visiting the city.  The listing is sooo ideal, close to the muni train and bus stops.  Next to a park and within walking distance to groceries, corner stores, and restaurants.  It felt bittersweet leaving but it was time to leave and staying at Holly's made our visit so comfortable after long days of sight seeing.  If I come back I am for sure staying here again.",
958,78977309,2016-06-10,2148917,Guillermo,"Holly was a great host. The house was perfect, in a very beautiful zone, back to the Duboce Park and near to the train to go to Embarcadero and many other sites. Great place to stay!",
958,81001137,2016-06-20,2680709,Neelu,"Holly's apartment was a great stay! Apartment was clean and spacious and the garden is lovely. Located in a great neighbourhood, right by the park. Highly recommend!",
958,83965592,2016-07-04,57686116,Mark,"<br/>Holly left a binder with info that we didn't immediately see.  We called (she was away for the weekend) and she responded immediately.  Very helpful. ",
958,86093911,2016-07-14,18663231,Michael,Great place and location- highly recommend. ,
958,87577695,2016-07-20,53229103,Dylan,"The beautiful suite was as advertised...clean, bright, and centrally located.  The kitchen had everything you needed to prepare meals, and the decor was modern.  Appreciate the use of environmentally friendly supplies(soap, paper towel..) and clear instructions on composting.  <br/><br/>The list of local restaurants, and grocers was wonderful as well.  You can walk to anything you need and the transit is a 2min walk away.  There is also a lovely play park right next to the house.  <br/><br/>We found some amazing restaurants close by: Chow, and Duboce Cafe (just around the corner).<br/><br/>Very private and never felt like we were in the basement of a home.<br/><br/>Would recommend this apartment highly.",
958,89749521,2016-07-29,35317706,Paul,"The location was great, lovely part of the city and a great base to explore.",
958,96877701,2016-08-24,4175585,Nadheer,"We were at Holly's place for 10 days, and we enjoy it so much!!!<br/>The location is great, there is many shops, so you can find anything you want, the MUNI is close too, so you can easily travel around the city.<br/>About the rental, it's cosy, and fully functionnal, you can cook if you want to.<br/>We felt like San franciscan, and that was because of Holly.<br/>Thank you again !",
958,98986001,2016-09-02,34373262,Thomas,"Nice and clean place to stay, especially fits for families cause there's a playground nearby. Also perfect for getting into city center by public transport ( muni starts only 2 minutes away by feet). Laundry use was no problem, thanks again.",
958,101137781,2016-09-12,15460068,Rotem,"The apartment is beautiful, comfortable and perfectly located. Holly was really kind and helpful. I highly recommended the place!",
958,103155799,2016-09-20,16017320,Deborah,"Great location, very accessible to public transport, coffee shops, the Mission and Castro! The apartment was very comfortable and well equipped. It was lovely having a garden courtyard and we even saw hummingbirds! However, it was difficult to reach our host to confirm arrangements and how to get in to the apartment. We didn't receive a confirmation email or welcome info and compared to other Airbnb stays it was sub standard client service. It meant we were waiting on doorstep wondering if it was all going to be ok.  It was, but would have preferred not having to wonder. The apartment was under the living area of the house and with two boisterous boys we were woken up early by running and thumping above us on what seemed rice paper ceilings. Despite that we enjoyed our time in San Fransisco but would stay somewhere else next time. ",
958,105791544,2016-10-02,43911528,Jean-Paul,"We didn't see Holly… nor did we talk to her on the telephone!… but the guidelines for entering the apartment were clear and easy to follow. The apartment is well equipped and quite,… except when the kids above wake up around 7:15am! We had to fight to remove a panel which kept one of the windows open at all times: we were freezing!<br/>But otherwise, the place is comfortable, the shower is great and the bed, despite not so wide, is really good.",
958,106753136,2016-10-07,26548579,Miguel,"El barrio y la ubicación es inmejorable!<br/>Holly es una excelente anfitriona.",
958,110253368,2016-10-25,1601284,Ted & Noelle,"We stayed a week in Holly's wonderful garden apartment and could not have been happier with our experience. Holly was extremely gracious and welcoming and was prompt with all communications. The apartment is spacious and sunny, with two sets of french doors opening up onto a verdant and charming back garden (with a grapefruit tree!), which we had to ourselves. The space was spotless and modern yet homey, with a very comfortable bed & bed linens, plenty of storage space for our things, and a wonderful large eat-in kitchen. The bathroom was great, with a deep bathtub and nice rain-type shower head, and the availability to do laundry was a nice bonus.  <br/><br/>The location of this apartment was ideal for our needs -- literally steps from Duboce Park and the MUNI N-line and only a couple of blocks from Church and Duboce, where you can take MUNI to basically anywhere in the city. We commuted to the end of downtown several mornings during rush hour within about 7 minutes.  BART stations are a few minutes away by MUNI and are easy to reach. Plus, there are a million things within an easy walk from the apartment:  restaurants & bars, coffee shops, groceries, farmer's market, etc. <br/><br/>We can't wait to stay at Holly's place next time we're in San Francisco!",
958,113447829,2016-11-12,7072527,Richard,Holly was quick to respond to our questions. There was a full kitchen which wasn't clear from the photos. the neighberhood is actually the best one in the area. The appartment is very quite.  ,
958,114217883,2016-11-16,22353065,Mark,"A big thank you to Holly for having us stay in her place. The whole experience was great. Amazing location, easy to check in and out and had everything you need. Space was clean and modern. We really felt like we experienced this incredible city!",
958,115200601,2016-11-22,1351222,Patricia,"This is a great neighborhood with a park and the Muni right up the street. Very safe with many places walkable, including the panhandle leading to Golden Gate park. Lots and lots of restaurants and bars on nearby Divisidero street, but far enough away to make it very quiet. Good infoe from the hosts and I loved the keypad entry, so no worrying about misplacing the keys!",
958,116094118,2016-11-27,8481526,Suzanne,"Everything was absolutely perfect! This wonderful place exceeded our already high expectations, and staying here added so much to our San Francisco experience. The neighborhood is ideal--walking distance to many great things-- and the apartment was spacious yet cozy. A beautiful garden added to the experience in such a lovely way. We hope to return soon!",
958,127043615,2017-01-15,2888630,Carlos,"Staying at Holly's was great! <br/>The apartment has all amenities you might need for a comfortable stay. It's located in a tranquil but yet lively neighborhood, with plenty of restaurants to check around the area.<br/>Holly was very responsive and friendly. I wold definitely stay again.",
958,127862546,2017-01-21,3883912,Emily,My husband and I had a great stay here for three nights of work meetings + some weekend fun. Great location near Duboce Park and Muni. We walked to the Mission (25 mins to BART) and it was easy. Holly was super flexible and let me extend my trip by a day on short notice (much appreciated). I got in really late (after midnight) and check in was easy. Thank you!,
958,128942226,2017-01-28,7363975,Eric,This was my second time on Holly's property and it was just as wonderful as the first. My favorite place to stay in San Francisco!,
958,132072692,2017-02-15,3534619,Shalin,"Holly's home is a very comfortable and cozy place at Duboce Park. I had a very nice stay there with my wife and son (a toddler). The apartment was more baby-friendly than I expected and we only had to move a couple of vases and an alarm clock to a place where our son couldn't reach.<br/>As expected from a five-star host, everything we needed to know was spelled out in the house guide. Her recommendations on restaurants were spot on and the guide book having menus/flyers from local restaurants that deliver to home was a great help.<br/>The area is very family-friendly with Duboce park being so close and yet quite interesting with  many cafes and restaurants in the vicinity. We'd love to stay again on future trips.",
958,132394033,2017-02-17,16141719,Lynn,Great place in a great location.,
958,133181232,2017-02-20,41006282,Michael,Holly's place was amazing!  Extremely quiet but also convenient and centrally located within the city. ,
958,134726921,2017-02-28,14012073,Steve,Super clean and convenient to public transit.,
958,135020959,2017-03-02,52957215,Kelly,"Beautiful, clean, modern place with a perfect location. Short muni ride downtown or run to get to golden gate park.",
958,135874912,2017-03-06,15397659,Lauren,Great location. Clean and comfortable with all the amenities Holly advertised. Easy predicable check in. A very charming neighborhood with easy access to the muni.,
958,137339044,2017-03-14,95928952,Thomas,A gem of an apartment in our favorite San Francisco neighborhood close to good restaurants and the Muni.  Holly was easy to contact and quick to respond. I highly recommend her apartment.<br/>,
958,138436912,2017-03-19,71144155,Heather,"Holly's place was amazing!  Being my first experience with Airbnb, I was a bit reluctant to make the reservation.  However, I would recommend this location.  The apartment was clean, easy to access, and satisfied all of our needs.  Great location!  Parking is a challenge due to construction, so I don't suggest having a rental car.  The apartment was supplied with all kitchen and bathroom essentials.  Basically, the apartment is exactly as represented in her pictures.  We would definitely stay there again if we visit San Francisco.   ",
958,139292569,2017-03-24,1910464,Isolina,.,
958,140567581,2017-03-30,89927877,Sara,Holly's place was amazing and so convenient for my medical needs at CPMC. ,
958,140978661,2017-04-01,57535724,Lidia,"My parents stayed here while visiting and loved the location. It's central to some of our favorite spots like Duboce Park, Birite, and Nopa. ",
958,141776107,2017-04-04,123923131,Michael,"Great spot, right next to a park, in an nice and quiet area.<br/>Within walking distance to Haight and Divisedero, there is a lot to do nearby!<br/>Holly was a nice and accommodating host.",
958,143408518,2017-04-11,10837135,Anthony,"Holly's place is very much as described and actually quite a lot more beautiful than the pictures show.  The space is very cute, clean, and open.  The backyard is beautiful and Holly had lights installed while we stayed with her!  We only wish the weather had been a bit warmer so we could enjoy spending more time out back with her new pup Tucker!  <br/>Located near public transport and a very affordable Lyft ride from most places in the city, I would love to stay at Holly's again.  There was a ton of information left for us and available in the space, and Holly was so very accomodating to our early landing time and late take off.  Not having to worry about our luggage was such a relief.  She even offered to let us borrow an umbrella for the rain!<br/>Just a heads up, as Holly very clearly states, they have children and they absolutely CAN be heard in the apartment below.  It didn't bother us, we're early risers and had work to do, but if you sleep sensitively and sleep in, maybe look for another place.  But for us, the space and location were absolutely perfect and Holly was such an amazing host.  Thanks a lot Holly!",
